Specification,ErpId,TaxRateCd,StorageModeName,,Unit,Name,BasicUnitCd,,SupplierName,Id,SupplierCd,Cd,ConversionNumerator,ConversionDenominator,TargetUnit,BackgroundClassificationId,ShowUnitName,BackgroundClassificationName,TaxRateName,,BasicUnitName,,SupplierId,SalesUnitName,SalesUnitCd
7.6cm*7.6cm,161930,SL02_SYS,干货,,本,便利贴7.6cm*7.6cm,3,,四川煮饭自然馋贸易有限公司,c6a62901-2475-4f45-b082-63326be40671,208,280600711,1,1,3,2806,本,办公用品,13%增值税,,本,,5e30996b-ec2a-4410-a317-c64856a48b2e,本,3
S,150006,SL07_SYS,干货,,件,2.0红色烫金卫衣S,21,,四川寒容达贸易有限公司,b1694f92-1f44-4d12-b7ac-25d676b31245,207,280200278,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
抄码,161583,SL02_SYS,冻货,,千克,五花肉-抄码,23,,四川煮饭自然馋贸易有限公司,aa4abf98-b30d-4e26-ad36-c3866acd0632,208,200200256,1,1,23,2002,千克,猪肉,13%增值税,,千克,,5e30996b-ec2a-4410-a317-c64856a48b2e,千克,23
10支*10把*10袋/箱,115862,SL63_SYS,冻货,,10袋/箱,自然馋把把串-牛肚(1000支),4,,四川煮饭自然馋贸易有限公司,ccc8532d-4562-4b10-841c-d951a00e224e,208,201100051,1,1,4,2011,箱,小吃,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,10袋/箱,10袋/箱
340g*24罐/箱,115786,SL02_SYS,干货,,24罐/箱,美宁火腿猪肉罐头340*24(深圳),7,,四川煮饭自然馋贸易有限公司,b46917e1-0ca7-4de2-8b51-aa18e589f0ee,208,200800015,1,1,7,2008,箱,方便食品,13%增值税,,罐,,5e30996b-ec2a-4410-a317-c64856a48b2e,24罐/箱,24罐/箱
340g*24罐/箱,114070,SL02_SYS,冻货,,24罐/箱,午餐肉(样品),7,,四川寒容达贸易有限公司,d94ed042-6d40-45fb-ac92-977b3b40bad0,207,200800022,1,1,7,2008,箱,方便食品,13%增值税,,罐,,da1413ba-0221-4656-bfff-ec7dceaf47cd,24罐/箱,24罐/箱
1kg*20袋/箱,115145,SL02_SYS,干货,,20袋/箱,左四吹蒜蓉酱1kg*20,4,,四川君乐天达贸易有限公司,c7d4d316-ce6a-4b49-b697-49234355a8d9,206,230100021,1,1,4,2301,箱,酱料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,20袋/箱,20袋/箱
3XL,162979,SL07_SYS,干货,,套,2.0灰色刺绣服务员夏装 男3XL(上衣+裤子+围裙),14,,四川寒容达贸易有限公司,bffdb78e-6f0a-4c35-83c1-57c2afa9f5c2,207,280200281,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
7号，24粒/盒,114981,SL07_SYS,干货,,24个/盒,南孚7号电池-24粒(统采),6,,四川寒容达贸易有限公司,c6ee98d7-eb48-4e69-812d-8f384a22033c,207,280600043,1,1,6,2806,盒,办公用品,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,24个/盒,24个/盒
1,115580,SL07_SYS,干货,,批,电动窗帘(蜀大侠华商直通),20,,四川群蓉达贸易有限公司,b16c44e0-c9aa-40a7-8480-260a182ae718,201,290100001,1,1,20,2901,批,直通商品（专用）,3%增值税,,批,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,批,20
"直径40cm,厚度10cm",114315,SL07_SYS,干货,,个,皂角菜板(统采),6,,四川寒容达贸易有限公司,aacf23bc-054b-46e1-ac45-5ede7b49b38d,207,280100155,1,1,6,2801,个,餐厨用具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
 ,161125,SL07_SYS,干货,,个,冒大仙定制牛仔帽,6,,四川寒容达贸易有限公司,cce77770-8473-4b87-81e9-4c14c73c51eb,207,280200206,1,1,6,2802,个,服装服饰,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
900g*20袋/箱,115037,SL02_SYS,干货,,20袋/箱,蜀大侠牛油火锅底料900g*20(太极锅流通版),4,,四川君乐天达贸易有限公司,d9a4a579-596c-45bc-a585-10398f8a47d5,206,210100027,1,1,4,2101,箱,品牌方底料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,20袋/箱,20袋/箱
750g*20袋/箱,170128,SL02_SYS,干货,,20袋/箱,蜀大侠定制包装底料750g*20(外卖升级版4.0),4,,四川君乐天达贸易有限公司,c873b772-2d71-4214-b872-e2baa5f248b6,206,210100526,1,1,4,2101,箱,品牌方底料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,20袋/箱,20袋/箱
 ,114297,SL07_SYS,干货,,个,拖把夹子(统采),6,,四川寒容达贸易有限公司,c01962b8-15c0-4e34-ab8e-e4c200a4296f,207,280100139,1,1,6,2801,个,餐厨用具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
150g/袋,115624,SL63_SYS,冻货,,袋,八奇牛签签牛肉(样品),4,,四川煮饭自然馋贸易有限公司,c70207fa-df2e-4d9b-bcb0-93339c5a304f,208,200100034,1,1,4,2001,袋,牛肉,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,袋,4
50根*30扎/箱,114804,SL07_SYS,干货,,50根/扎,蜀大侠定制打包袋-50根,28,,四川寒容达贸易有限公司,b2889155-c48f-4214-9ee2-0f1f9b7668ff,207,280400147,1,1,28,2804,扎,易耗用品,3%增值税,,根,,da1413ba-0221-4656-bfff-ec7dceaf47cd,50根/扎,50根/扎
75根*4扎/袋,114812,SL07_SYS,干货,,4扎/袋,蜀大侠外卖无纺布袋25cm*15cm*25cm-300根,17,,四川寒容达贸易有限公司,ab10d264-278e-4f80-ab97-856c2aea1935,207,280400155,1,1,17,2804,袋,易耗用品,3%增值税,,扎,,da1413ba-0221-4656-bfff-ec7dceaf47cd,4扎/袋,4扎/袋
塑料（02300159）,114221,SL07_SYS,干货,,张,宝宝椅(统采),18,,四川寒容达贸易有限公司,cea73a46-1fe4-4ec9-bff7-88b3598171c0,207,280100046,1,1,18,2801,张,餐厨用具,3%增值税,,张,,da1413ba-0221-4656-bfff-ec7dceaf47cd,张,18
32*23*10cm,114213,SL07_SYS,干货,,个,8882菜筐(统采),6,,四川寒容达贸易有限公司,b4b03db3-eb2f-488f-ac4b-8c37953cc6d1,207,280100038,1,1,6,2801,个,餐厨用具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
300套/件,149941,SL02_SYS,干货,,300套/件,500ml火锅外卖方盒-300套,14,,四川煮饭自然馋贸易有限公司,da1b7952-7a98-44c1-8961-6fcdf6ebdccb,208,280400633,1,1,14,2804,件,易耗用品,13%增值税,,套,,5e30996b-ec2a-4410-a317-c64856a48b2e,300套/件,300套/件
20kg/箱,161578,SL02_SYS,干货,,20千克/箱,蜀大侠火锅专用牛油20kg,23,,四川君乐天达贸易有限公司,c8de623c-b2e2-49ca-883e-4cc8e5246440,206,240200039,1,1,23,2402,箱,打锅牛油,13%增值税,,千克,,2aa441fa-acb0-4636-9c7a-078884c96df3,20千克/箱,20千克/箱
XL,114493,SL07_SYS,干货,,套,侠客风格-厨师长三件套-冬装XXL,14,,四川寒容达贸易有限公司,c0247616-7663-4637-a88d-e0f07c172dce,207,280200173,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
140g*80袋/件,161187,SL07_SYS,干货,,80袋/件,剑蜀苕皮140g*80,4,,四川寒容达贸易有限公司,c7d9f9e8-012b-4e86-b3a0-61f58999bf05,207,200901039,1,1,4,2009,件,素菜,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,80袋/件,80袋/件
150ml/高8cm，直径 9cm,114661,SL07_SYS,干货,,个,陶瓷盖碗茶杯150ml(统采),6,,四川寒容达贸易有限公司,b3784c31-077d-4021-b387-d506f14f7602,207,280300226,1,1,6,2803,个,餐具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
450g*20袋/箱,114088,SL07_SYS,冻货,,20袋/箱,伊都拉面450g*20(深圳),4,,四川寒容达贸易有限公司,ab199d8c-34f6-459a-ad33-4260279df90b,207,200900041,1,1,4,2011,箱,小吃,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,20袋/箱,20袋/箱
10个/件,149902,SL07_SYS,干货,,10个/件,汤盆10个,6,,四川寒容达贸易有限公司,cee60f0e-f8d2-467a-b5a7-1d1e8c3f319e,207,280200619,1,1,6,2803,件,餐具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,10个/件,10个/件
46*22.5cm,114994,SL07_SYS,干货,,个,烤鱼夹,6,,四川寒容达贸易有限公司,b635c8ac-99a2-4aaa-8edb-023120cb9c56,207,280700014,1,1,6,2807,个,五金杂件,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
1,115585,SL07_SYS,干货,,批,软装广告(蜀大侠新都九街直通),20,,四川群蓉达贸易有限公司,daa19627-f1cf-4679-bea5-14184cc73c50,201,290100009,1,1,20,2901,批,直通商品（专用）,3%增值税,,批,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,批,20
85*85cm,115422,SL07_SYS,干货,,张,蜀大侠雕花火锅桌_3,18,,四川群蓉达贸易有限公司,c92966d4-e976-4798-8e02-9a7502315817,201,260100095,1,1,18,2601,张,定制软装,3%增值税,,张,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,张,18
铁,114263,SL07_SYS,干货,,个,红色剪刀(统采),6,,四川寒容达贸易有限公司,c0392e32-1057-4b11-8a71-ea62ec241f57,207,280100097,1,1,6,2801,个,餐厨用具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
15.5*6*5cm,114305,SL07_SYS,干货,,个,笑脸刨(统采),6,,四川寒容达贸易有限公司,c903be61-31b4-4b42-82ca-ad1e9dd74470,207,280100147,1,1,6,2801,个,餐厨用具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
10*1000,114972,SL07_SYS,干货,,盒,订书针(统采),8,,四川寒容达贸易有限公司,b3b3646e-355f-4038-aa18-88d23ae9b928,207,280600030,1,1,8,2806,盒,办公用品,3%增值税,,盒,,da1413ba-0221-4656-bfff-ec7dceaf47cd,盒,8
2.5kg*6条/箱,114027,SL07_SYS,冻货,,6条/箱,喜富五花肉板2.5kg*6(深圳),15,,四川寒容达贸易有限公司,abfe2161-48c5-440b-9d6a-dbd928369c06,207,200400018,1,1,15,2004,箱,刨品,3%增值税,,条,,da1413ba-0221-4656-bfff-ec7dceaf47cd,6条/箱,6条/箱
4XL,161174,SL07_SYS,干货,,件,minihoogo黑色卫衣加绒4XL,21,,四川寒容达贸易有限公司,d14ccb02-115a-4cd3-aa8f-ff885ef9b5e1,207,280201090,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
实木,149782,SL07_SYS,干货,,个,实木椅子,6,,四川寒容达贸易有限公司,b64f6764-1f06-49ea-8e4b-cc3636894ecd,207,260100410,1,1,6,2601,个,定制软装,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
3XL,150098,SL07_SYS,干货,,件,2017夏装小龙坎男服务员3XL,21,,四川寒容达贸易有限公司,db67e668-4578-4ea4-a382-56b379eea96f,207,280200502,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
50个/件,161761,SL02_SYS,干货,,个,透明亚克力盘子架,6,,四川煮饭自然馋贸易有限公司,c95b48f9-91bc-4fd5-a655-103915296d69,208,280100915,1,1,6,2801,个,餐厨用具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
50cm,114925,SL07_SYS,干货,,个,塑料鸡毛掸子50cm(统采),6,,四川寒容达贸易有限公司,c06bef27-3817-420f-bc99-d525ee66b156,207,280500030,1,1,6,2805,个,清洁工具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
50卷/件,161845,SL02_SYS,干货,,50卷/件,收银纸8cm*8cm,9,,四川煮饭自然馋贸易有限公司,c94bab0a-2807-49e0-b488-94b51de001c1,208,280400826,1,1,9,2804,件,易耗用品,13%增值税,,卷,,5e30996b-ec2a-4410-a317-c64856a48b2e,50卷/件,50卷/件
43.5*23.9*3cm(4个*3盒/箱),115958,SL02_SYS,干货,,个,琵琶牛肉盘(3.0),6,,四川煮饭自然馋贸易有限公司,b3da1c80-ec18-4475-8809-6ae1184d1ec6,208,280300152,1,1,6,2803,个,餐具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
1kg*10袋/箱,115640,SL63_SYS,冻货,,10袋/箱,香苑水酥(水酥肉)1kg*10,4,,四川煮饭自然馋贸易有限公司,ac8c6643-69db-41c9-8757-b6a13d5a5c0c,208,200200023,1,1,4,2002,箱,猪肉,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,10袋/箱,10袋/箱
36个/箱,166315,SL02_SYS,干货,,36个/箱,密胺鹅暖石素菜圆盘2.0(迭代版)-36个,6,,四川煮饭自然馋贸易有限公司,d2658004-f83e-47de-91c4-3e376d27fb9f,208,280300311,1,1,6,2803,箱,餐具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,36个/箱,36个/箱
 ,149985,SL07_SYS,干货,,个,梯形九宫格餐盒（木制）,6,,四川君乐天达贸易有限公司,b68bd11d-a382-482e-a351-645d18df0486,206,280200263,1,1,6,2803,个,餐具,3%增值税,,个,,2aa441fa-acb0-4636-9c7a-078884c96df3,个,6
外型规格：540*400*290mm 内型规格：500*365*285mm,161964,SL02_SYS,干货,,个,2号白色箱54cm*40cm*29cm,6,,四川煮饭自然馋贸易有限公司,db7089e1-51d8-4d2e-a74b-91931dd921ec,208,280100705,1,1,6,2801,个,餐厨用具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
88个/件,149891,SL02_SYS,干货,,个,密胺黑金斜口碗14.5cm*8.8cm,6,,四川君乐天达贸易有限公司,c984a2a7-e420-4cd0-846f-26486febedb7,206,280300264,1,1,6,2803,个,餐具,13%增值税,,个,,2aa441fa-acb0-4636-9c7a-078884c96df3,个,6
500g/袋,161350,SL07_SYS,干货,,袋,三奈500g,4,,四川寒容达贸易有限公司,c0b32fb0-58a6-4bd4-a28a-da8b0e84bfed,207,240600473,1,1,4,2406,袋,干杂,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,袋,4
黑色500ML,114942,SL07_SYS,干货,,瓶,T672黑色墨水500ML,11,,四川寒容达贸易有限公司,c95c67f2-1def-44c8-9be1-f5692647079d,207,280600002,1,1,11,2806,瓶,办公用品,3%增值税,,瓶,,da1413ba-0221-4656-bfff-ec7dceaf47cd,瓶,11
S,114492,SL07_SYS,干货,,套,侠客风格-厨师长三件套-冬装XL,14,,四川寒容达贸易有限公司,b463a45e-e30d-472b-a804-f3d5429b4033,207,280200172,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
300个/箱,116013,SL02_SYS,干货,,300个/箱,乳白色方盒600ml,6,,四川煮饭自然馋贸易有限公司,ac992bd4-1a53-4bdc-b698-6456ba570aa1,208,280400138,1,1,6,2804,箱,易耗用品,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,300个/箱,300个/箱
2.5kg*4袋/箱,114127,SL07_SYS,干货,,袋,余大嬢卤料2.5kg*4,4,,四川寒容达贸易有限公司,d3031414-24c7-4532-b8e6-bcd2f78f12c9,207,221000022,1,1,4,2210,袋,特色料膏,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,袋,4
3XL,161621,SL07_SYS,干货,,套,小龙坎管理西服套装女 冬3XL(上衣+裤子+衬衣),14,,四川寒容达贸易有限公司,b6a46f05-795d-4fd2-bd98-d285b4b31c85,207,280201152,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
 ,115518,SL07_SYS,干货,,口,蜀大侠太极锅,10,,四川群蓉达贸易有限公司,dbed1598-0d6f-4e0b-98f1-bb3e9ed8b555,201,270500046,1,1,10,2705,口,工器炉具,3%增值税,,口,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,口,10
抄码,161301,SL07_SYS,干货,,千克,鸡蛋-抄码,23,,四川寒容达贸易有限公司,c99fb08a-ac5a-426c-88ed-5d6c969a1a1f,207,200300514,1,1,23,2003,千克,禽肉,3%增值税,,千克,,da1413ba-0221-4656-bfff-ec7dceaf47cd,千克,23
100*45cm,115332,SL07_SYS,干货,,个,包间匾(新),6,,四川群蓉达贸易有限公司,c0bf3812-8699-48b1-8b3d-22770c8c7edd,201,260100009,1,1,6,2601,个,定制软装,3%增值税,,个,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,个,6
外型：43*30.5*15.5cm;内型：40*27*14.5mm,114208,SL07_SYS,干货,,个,5835#保鲜盒43cm*30.5cm*15.5cm(统采),6,,四川寒容达贸易有限公司,c96b90be-9a57-43fd-9769-797b66050e18,207,280100032,1,1,6,2801,个,餐厨用具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
500g*20袋/件,162013,SL02_SYS,冻货,,袋,福味美模拟蟹柳500g,4,,四川煮饭自然馋贸易有限公司,b4674dd6-e903-4e6f-9f07-9650c195c5a1,208,200600623,1,1,4,2006,袋,丸滑,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,袋,4
2XL,161540,SL07_SYS,干货,,件,2.0小龙坎服务员黑色裤子夏2XL,21,,四川寒容达贸易有限公司,ada5c897-aa8d-4a02-8f16-697643777706,207,280200239,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
3.575kg*7袋/箱,115662,SL63_SYS,冻货,,7袋/箱,澳美合牛黑标3.575kg*7,4,,四川煮饭自然馋贸易有限公司,d42adf1e-0575-4559-aa2e-b6a13736882b,208,200400003,1,1,4,2004,箱,刨品,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,7袋/箱,7袋/箱
4卷/件,161939,SL02_SYS,干货,,卷,缠绕膜50cm*55cm,9,,四川煮饭自然馋贸易有限公司,b853070a-5483-4edc-9f7c-bdbdd22b42d0,208,280400720,1,1,9,2804,卷,易耗用品,13%增值税,,卷,,5e30996b-ec2a-4410-a317-c64856a48b2e,卷,9
XXL,150089,SL07_SYS,干货,,件,小龙侠卫衣XXL,21,,四川寒容达贸易有限公司,dc8ce331-4672-4069-8d2b-e95dce345bb5,207,280200492,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
12*6cm,114615,SL07_SYS,干货,,个,冒大仙饭碗,6,,四川寒容达贸易有限公司,ca90e6f4-6fb2-47e5-b4b0-7fb304be3b97,207,280300137,1,1,6,2803,个,餐具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
1.5kg*10袋/件,161584,SL02_SYS,冻货,,袋,五花肉片1.5kg,4,,四川煮饭自然馋贸易有限公司,c0e23e40-4bb7-4ab2-8f26-f51038dbf8f3,208,200200257,1,1,4,2002,袋,猪肉,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,袋,4
1kg*20袋/箱,115019,SL02_SYS,干货,,20袋/箱,冒大仙冒菜红油1号,4,,四川君乐天达贸易有限公司,c9a4b8bd-ff61-45db-8e2e-a7c6d380309e,206,210100009,1,1,4,2101,箱,品牌方底料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,20袋/箱,20袋/箱
1kg*12袋/箱,113997,SL07_SYS,冻货,,12袋/箱,鸡肫1kg*12(深圳),4,,四川寒容达贸易有限公司,b46d156d-c106-4ba6-aa4a-dd7a2cc13479,207,200300007,1,1,4,2003,箱,禽肉,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,12袋/箱,12袋/箱
90*80cm,170226,SL07_SYS,干货,,个,四角雕花条桌2.0（90*80cm）,6,,四川寒容达贸易有限公司,ada65f25-dab9-4e7f-9d05-f59c7bed97d3,207,260100173,1,1,6,2601,个,定制软装,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
3XL,161635,SL07_SYS,干货,,件,2.0小龙坎刺绣厨师服 夏3XL(上衣+裤子+围裙),21,,四川寒容达贸易有限公司,d4b3ffec-50a1-4de8-8570-1ede1cd2d358,207,280201126,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
2.5kg*4袋/箱,115805,SL63_SYS,冻货,,4袋/箱,思念水饺(上海直供),4,,四川煮饭自然馋贸易有限公司,b88f61f3-9e2e-4d78-8fa3-fbed9db3ef4c,208,200900028,1,1,4,2011,箱,小吃,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,4袋/箱,4袋/箱
XXXL,114512,SL07_SYS,干货,,套,侠客风格-前厅男服务员三件套-冬装XXXL,14,,四川寒容达贸易有限公司,de882b34-6c83-4cb5-aae6-6bbfa5bc91a1,207,280200191,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
120*38*45cm,115370,SL07_SYS,干货,,台,大侠-火锅条凳1200*380*450,13,,四川群蓉达贸易有限公司,cae909d6-59c1-49cb-9a76-416f94ec4bec,201,260100041,1,1,13,2601,台,定制软装,3%增值税,,台,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,台,13
120*90cm,165083,SL07_SYS,干货,,张,大侠-火锅条桌1200*900-C款(常规款),18,,四川群蓉达贸易有限公司,c9ccfa14-6dbf-4c57-8185-2f4869b07125,201,260100294,1,1,18,2601,张,定制软装,3%增值税,,张,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,张,18
3kg(精度0.01g),164704,SL02_SYS,干货,,台,防水电子秤3kg(精度0.01g),13,,四川君乐天达贸易有限公司,b506aa19-f552-4dbc-9936-580ba0f63053,206,280100036,1,1,13,2801,台,餐厨用具,13%增值税,,台,,2aa441fa-acb0-4636-9c7a-078884c96df3,台,13
4000个/箱,114802,SL07_SYS,干货,,4000个/箱,试饮纸杯50Ml-4000个,6,,四川寒容达贸易有限公司,adb336ea-32f6-4102-93ab-2e4b26e9f543,207,280400144,1,1,6,2804,箱,易耗用品,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,4000个/箱,4000个/箱
XL,150067,SL07_SYS,干货,,件,小龙坎收银员冬服XL,21,,四川寒容达贸易有限公司,d4f30d40-993e-40c2-9d98-2d04c47bf8b7,207,280200464,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
610ml*12瓶/件,162055,SL07_SYS,干货,,12瓶/件,东古红醋610ml*12,11,,四川煮饭自然馋贸易有限公司,b89b3a7a-01ca-471e-99ae-0e15b74219c2,208,240500561,1,1,11,2405,件,调味品,3%增值税,,瓶,,5e30996b-ec2a-4410-a317-c64856a48b2e,12瓶/件,12瓶/件
120*120cm,115361,SL07_SYS,干货,,张,大侠-火锅方桌1200*1200(无烟款),18,,四川群蓉达贸易有限公司,deb42723-e18f-4351-b13c-a51d461eb836,201,260100034,1,1,18,2601,张,定制软装,3%增值税,,张,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,张,18
 ,114933,SL07_SYS,干货,,套,牙刷套装(统采),14,,四川寒容达贸易有限公司,cb34c0e8-4204-451c-abf4-d7db2694fdf1,207,280500037,1,1,14,2805,套,清洁工具,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
2.5kg*6卷/件,149728,SL63_SYS,冻货,,6卷/件,香帅白凤乌鸡卷2.5kg*6,9,,四川煮饭自然馋贸易有限公司,c1626f77-d1ef-41b9-a556-c18dbd5b3f87,208,200400591,1,1,9,2004,件,刨品,9%增值税,,卷,,5e30996b-ec2a-4410-a317-c64856a48b2e,6卷/件,6卷/件
44cm/70L,170209,SL02_SYS,干货,,个,天与喜防爆高压锅70L,6,,四川煮饭自然馋贸易有限公司,ca33d20d-1a1d-4c66-a450-d46c043831b4,208,270500556,1,1,6,2705,个,工器炉具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
4g*1000包/箱,115233,SL02_SYS,干货,,1000包/箱,冒大仙麻椒油4g*1000,2,,四川君乐天达贸易有限公司,b607b6ce-b99e-4a04-b1c6-f5ec185fdc68,206,240500009,1,1,2,2405,箱,调味品,13%增值税,,包,,2aa441fa-acb0-4636-9c7a-078884c96df3,1000包/箱,1000包/箱
500ml,114215,SL07_SYS,干货,,个,pe调味挤瓶500ml(统采),6,,四川寒容达贸易有限公司,aeccf649-1cdf-4c8c-84b9-4e270283feaa,207,280100040,1,1,6,2801,个,餐厨用具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
3XL,161681,SL07_SYS,干货,,件,小龙坎管理服西裤 男 3XL,21,,四川寒容达贸易有限公司,d4fa2994-df08-4f22-8075-f184d45440ec,207,280201058,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
330g*16袋/箱,115853,SL63_SYS,冻货,,16袋/箱,三全小油条(上海直供),4,,四川煮饭自然馋贸易有限公司,b8cf5ed6-73cc-4dfb-84a8-5190d758bca8,208,201100034,1,1,4,2011,箱,小吃,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,16袋/箱,16袋/箱
1kg*10袋/箱,115851,SL02_SYS,冻货,,10袋/箱,冒大仙美好冒菜酥肉1kg*10,4,,四川煮饭自然馋贸易有限公司,ded91cc4-e086-49c6-b458-f3bb98ebe05f,208,201100026,1,1,4,2011,箱,小吃,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,10袋/箱,10袋/箱
抄码,162002,SL63_SYS,冻货,,千克,澳多牧黑牛上脑-抄码,23,,四川煮饭自然馋贸易有限公司,cb56deca-97eb-4241-bd29-2ed2e70cd0dc,208,200400662,1,1,23,2004,千克,刨品,9%增值税,,千克,,5e30996b-ec2a-4410-a317-c64856a48b2e,千克,23
高21cm，上宽9cm，下宽11cm,114222,SL07_SYS,干货,,个,玻璃茶壶(统采),6,,四川寒容达贸易有限公司,c2cbf4bf-a1c2-47f2-8ab0-0a5828c84dd8,207,280100047,1,1,6,2801,个,餐厨用具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
"上直径15.7cm，底径13.2cm,高10.2cm",114235,SL07_SYS,干货,,个,不锈钢调料罐含盖(统采),6,,四川寒容达贸易有限公司,cb1f4290-6794-4fdf-b376-49595413a629,207,280100055,1,1,6,2801,个,餐厨用具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
10000个/箱,114710,SL07_SYS,干货,,10000个/箱,吃城都方形定制贴纸-10000个,6,,四川寒容达贸易有限公司,b62b624a-7057-4d2e-83d7-2a61480c5023,207,280400039,1,1,6,2804,箱,易耗用品,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,10000个/箱,10000个/箱
